Job_ID,Company_ID,Role,Salary,Location,Type,Status
63170,67746,Legal Analyst,7164000,"Tel Aviv, Israel",job_type.onsite_part_time,job_status.vacant
38285,5216,Investment Advisor,5105700,"Santiago, Chile",job_type.onsite_part_time,job_status.vacant
4564,44013,Marketing Coordinator,8572600,"Helsinki, Finland",job_type.remote_part_time,job_status.vacant
59639,70427,Project Manager,3976100,"Bakersfield, USA",job_type.onsite_part_time,job_status.vacant
89369,50900,Marketing Analyst,297900,"Prague, Czech Republic",job_type.remote_full_time,job_status.vacant
28738,62823,IT Consultant,9121200,"Adelaide, Australia",job_type.onsite_full_time,job_status.vacant
47416,89657,Regulatory Affairs Specialist,557200,"Florence, Italy",job_type.onsite_part_time,job_status.vacant
71893,49858,Insurance Agent,902800,"Corpus Christi, USA",job_type.onsite_full_time,job_status.vacant
90186,98020,Network Administrator,2000500,"San Bernardino, USA",job_type.remote_part_time,job_status.vacant
45996,79254,Customer Service Representative,3979100,"San Jose, USA",job_type.onsite_full_time,job_status.vacant
29489,98020,Content Manager,7120300,"Cologne, Germany",job_type.onsite_full_time,job_status.vacant
35509,70548,Financial Risk Analyst,4414600,"Richmond, USA",job_type.onsite_part_time,job_status.vacant
56119,70548,Medical Office Manager,6021300,"Lincoln, USA",job_type.onsite_full_time,job_status.vacant
44565,23465,IT Administrator,9734400,"Tacoma, USA",job_type.remote_part_time,job_status.vacant
61626,5413,Research Assistant,4687100,"Greensboro, USA",job_type.onsite_full_time,job_status.vacant
95789,98856,Operations Manager,6651600,"Fort Wayne, USA",job_type.remote_part_time,job_status.vacant
49130,20995,Real Estate Agent,1649100,"Zurich, Switzerland",job_type.remote_full_time,job_status.vacant
20811,213,Business Analyst,9508500,"Riverside, USA",job_type.remote_part_time,job_status.vacant
60367,61483,Marketing Manager,9402800,"Portland, USA",job_type.onsite_full_time,job_status.vacant
27600,31001,Research Coordinator,9525500,"Seattle, USA",job_type.remote_part_time,job_status.vacant
45164,80507,Sales Coordinator,9975300,"Moscow, Russia",job_type.onsite_part_time,job_status.vacant
3356,81311,Account Manager,4755200,"Chula Vista, USA",job_type.remote_part_time,job_status.vacant
64551,80666,Business Development Coordinator,9458700,"Doha, Qatar",job_type.remote_part_time,job_status.vacant
91346,59022,Physical Therapist,1411900,"Fresno, USA",job_type.remote_full_time,job_status.vacant
38407,72737,Data Scientist,5362100,"Dubai, UAE",job_type.remote_full_time,job_status.vacant
12720,276,Medical Technologist,9417100,"Riyadh, Saudi Arabia",job_type.onsite_part_time,job_status.vacant
86064,18869,HR Director,527400,"Milwaukee, USA",job_type.remote_full_time,job_status.vacant
15092,71362,Technical Support Specialist,2258500,"Norfolk, USA",job_type.onsite_full_time,job_status.vacant
43041,98020,IT Security Specialist,7950900,"Honolulu, USA",job_type.onsite_full_time,job_status.vacant
46971,81213,Product Marketing Manager,9721900,"Charlotte, USA",job_type.remote_part_time,job_status.vacant
24840,47708,Content Writer,6691900,"Amsterdam, Netherlands",job_type.remote_part_time,job_status.vacant
96580,76334,Physical Therapist,8448400,"Xi'an, China",job_type.onsite_full_time,job_status.vacant
11909,30679,Recruiting Coordinator,1283200,"Rio de Janeiro, Brazil",job_type.remote_full_time,job_status.vacant
77348,40315,Business Analyst,955400,"Kuala Lumpur, Malaysia",job_type.onsite_full_time,job_status.vacant
44997,6045,Legal Assistant,5739700,"Kansas City, USA",job_type.onsite_full_time,job_status.vacant
65802,35142,Lawyer,9096900,"Toronto, Canada",job_type.remote_part_time,job_status.vacant
1337,52528,Business Analyst,4599900,"St. Paul, USA",job_type.remote_part_time,job_status.vacant
21632,13567,Business Analyst,8744200,"Orlando, USA",job_type.remote_full_time,job_status.vacant
80727,6045,Public Relations Coordinator,600100,"Houston, USA",job_type.remote_full_time,job_status.vacant
410,79254,Dental Hygienist,572400,"Auckland, New Zealand",job_type.remote_part_time,job_status.vacant
39865,50885,Compliance Officer,1996500,"Cairo, Egypt",job_type.onsite_part_time,job_status.vacant
75715,76334,Systems Engineer,7103700,"Brussels, Belgium",job_type.remote_full_time,job_status.vacant
16421,49186,Business Consultant,9936300,"Buenos Aires, Argentina",job_type.onsite_full_time,job_status.vacant
48397,8321,Software Tester,6269400,"Nairobi, Kenya",job_type.remote_part_time,job_status.vacant
46051,31445,Physical Therapy Assistant,4551100,"San Bernardino, USA",job_type.onsite_part_time,job_status.vacant
98349,98956,Systems Administrator,7179900,"Buenos Aires, Argentina",job_type.remote_part_time,job_status.vacant
39074,70400,Physician Assistant,6110100,"Tacoma, USA",job_type.remote_part_time,job_status.vacant
70078,81829,Legal Assistant,3088200,"Omaha, USA",job_type.remote_full_time,job_status.vacant
92769,50925,Account Coordinator,3013700,"Fresno, USA",job_type.onsite_part_time,job_status.vacant
93772,47708,Insurance Agent,2879300,"Tacoma, USA",job_type.remote_full_time,job_status.vacant
91477,44556,Biomedical Engineer,1253400,"Omaha, USA",job_type.onsite_part_time,job_status.vacant
12549,48407,Quality Assurance Analyst,3721600,"Albuquerque, USA",job_type.onsite_part_time,job_status.vacant
62104,34863,Software Developer,9996200,"Buffalo, USA",job_type.onsite_part_time,job_status.vacant
4811,34338,Insurance Agent,3962500,"Paris, France",job_type.onsite_full_time,job_status.vacant
53298,23985,Environmental Engineer,8583000,"Barcelona, Spain",job_type.onsite_full_time,job_status.vacant
96231,5413,Web Developer,255800,"Albuquerque, USA",job_type.remote_full_time,job_status.vacant
30981,19218,Software Engineer,8538900,"Orlando, USA",job_type.remote_full_time,job_status.vacant
94046,39792,IT Analyst,9210600,"Norfolk, USA",job_type.remote_part_time,job_status.vacant
84822,34502,Event Manager,2206700,"Irving, USA",job_type.remote_full_time,job_status.vacant
26833,62823,Marketing Specialist,3762900,"Madrid, Spain",job_type.remote_full_time,job_status.vacant
1167,10610,Market Research Analyst,6873400,"Long Beach, USA",job_type.onsite_full_time,job_status.vacant
46362,69715,Medical Billing Specialist,6668700,"Hong Kong, China",job_type.remote_part_time,job_status.vacant
96276,56949,Supply Chain Analyst,8081100,"Lima, Peru",job_type.remote_full_time,job_status.vacant
27262,80666,Physical Therapy Assistant,183500,"Dar es Salaam, Tanzania",job_type.remote_part_time,job_status.vacant
63261,17808,Operations Coordinator,5856500,"Sacramento, USA",job_type.remote_part_time,job_status.vacant
9024,94106,Legal Analyst,7183800,"Lexington, USA",job_type.onsite_full_time,job_status.vacant
41438,48431,Talent Acquisition Specialist,2462800,"Fort Wayne, USA",job_type.onsite_full_time,job_status.vacant
95639,52530,Research Scientist,4371500,"Oxnard, USA",job_type.onsite_full_time,job_status.vacant
53689,82461,Interior Decorator,2892600,"Kansas City, USA",job_type.remote_full_time,job_status.vacant
25213,88136,Copywriter,7771100,"Abuja, Nigeria",job_type.onsite_part_time,job_status.vacant
25357,81213,Public Relations Specialist,3813700,"Jacksonville, USA",job_type.remote_part_time,job_status.vacant
64957,48542,Healthcare Administrator,3578700,"Des Moines, USA",job_type.remote_part_time,job_status.vacant
97482,16706,Legal Researcher,4404000,"Aurora, USA",job_type.remote_full_time,job_status.vacant
10381,81213,Marketing Coordinator,2168700,"Paris, France",job_type.onsite_part_time,job_status.vacant
34537,71362,IT Administrator,6761900,"Indianapolis, USA",job_type.onsite_part_time,job_status.vacant
10020,5413,Dental Hygienist,3804400,"Lisbon, Portugal",job_type.remote_full_time,job_status.vacant
56942,76875,Business Development Coordinator,9109800,"Moscow, Russia",job_type.remote_full_time,job_status.vacant
58819,35155,IT Technician,936100,"Durham, USA",job_type.onsite_part_time,job_status.vacant
96091,14547,IT Analyst,3554500,"Durham, USA",job_type.onsite_part_time,job_status.vacant
72103,1498,Graphic Artist,7801100,"Baltimore, USA",job_type.onsite_part_time,job_status.vacant
2448,79254,Research Assistant,8549600,"Seville, Spain",job_type.remote_full_time,job_status.vacant
5963,79254,Market Analyst,9265100,"Oslo, Norway",job_type.onsite_part_time,job_status.vacant
55416,19248,Market Research Manager,1663000,"Auckland, New Zealand",job_type.onsite_part_time,job_status.vacant
33368,93094,HR Generalist,3614900,"Stockholm, Sweden",job_type.onsite_part_time,job_status.vacant
36119,56867,Talent Acquisition Specialist,7075400,"Nice, France",job_type.onsite_part_time,job_status.vacant
31179,71362,Financial Auditor,4146200,"Mesa, USA",job_type.onsite_full_time,job_status.vacant
94543,50900,Insurance Agent,8212100,"Jersey City, USA",job_type.onsite_part_time,job_status.vacant
44161,59276,Systems Analyst,8803100,"Tacoma, USA",job_type.onsite_full_time,job_status.vacant
27592,70400,Business Consultant,1800600,"Amsterdam, Netherlands",job_type.onsite_part_time,job_status.vacant
80990,1695,Lawyer,3019100,"Stockton, USA",job_type.onsite_part_time,job_status.vacant
73937,70386,Nurse Practitioner,5923800,"Warsaw, Poland",job_type.onsite_part_time,job_status.vacant
16689,93585,Supply Chain Coordinator,2383900,"Oakland, USA",job_type.remote_part_time,job_status.vacant
29358,14363,Retail Manager,9940700,"Wichita, USA",job_type.onsite_part_time,job_status.vacant
43806,70634,Dental Hygienist,5205400,"Anaheim, USA",job_type.remote_full_time,job_status.vacant
53,49858,Digital Content Creator,9917400,"Florence, Italy",job_type.onsite_part_time,job_status.vacant
23523,99593,Product Owner,7037300,"Zurich, Switzerland",job_type.remote_part_time,job_status.vacant
80254,62823,Network Administrator,2907100,"Cincinnati, USA",job_type.onsite_full_time,job_status.vacant
84251,84040,IT Consultant,6008800,"Porto, Portugal",job_type.onsite_full_time,job_status.vacant
95180,99593,Event Planner,5766900,"Kuala Lumpur, Malaysia",job_type.remote_part_time,job_status.vacant
89505,83904,Marketing Specialist,957700,"Irvine, USA",job_type.remote_full_time,job_status.vacant
2829,56146,Data Entry Clerk,7537300,"Jersey City, USA",job_type.remote_part_time,job_status.vacant
369,96774,Logistics Coordinator,9858400,"Chengdu, China",job_type.onsite_full_time,job_status.vacant
3267,49858,User Interface Designer,3225900,"Kuala Lumpur, Malaysia",job_type.onsite_part_time,job_status.vacant
21427,41932,Marketing Communications Manager,1221700,"Munich, Germany",job_type.onsite_part_time,job_status.vacant
73211,23985,Market Research Manager,1235700,"Glendale, USA",job_type.onsite_part_time,job_status.vacant
17606,23465,Regulatory Affairs Specialist,9221000,"Sydney, Australia",job_type.onsite_part_time,job_status.vacant
56250,82461,IT Auditor,1305100,"Mesa, USA",job_type.remote_part_time,job_status.vacant
17717,2449,IT Project Manager,8698000,"Chula Vista, USA",job_type.onsite_part_time,job_status.vacant
84958,80507,Legal Assistant,7539000,"Virginia Beach, USA",job_type.onsite_full_time,job_status.vacant
75327,18869,Digital Content Creator,8940200,"Kyoto, Japan",job_type.onsite_full_time,job_status.vacant
74497,66589,Sales Associate,9343800,"Santiago, Chile",job_type.onsite_full_time,job_status.vacant
36608,87831,Architect,9789900,"Warsaw, Poland",job_type.onsite_full_time,job_status.vacant
69785,56412,Business Development Manager,777600,"Seville, Spain",job_type.onsite_part_time,job_status.vacant
19208,19052,Multimedia Artist,9013700,"Berlin, Germany",job_type.remote_part_time,job_status.vacant
43604,17808,Customer Experience Manager,6227200,"Madison, USA",job_type.onsite_part_time,job_status.vacant
63837,45130,Recruitment Specialist,5132700,"Seoul, South Korea",job_type.onsite_part_time,job_status.vacant
32118,70864,UX Designer,9207600,"Cologne, Germany",job_type.onsite_full_time,job_status.vacant
45644,78538,Operations Supervisor,166400,"Gilbert, USA",job_type.onsite_part_time,job_status.vacant
61793,94380,Insurance Underwriter,3105800,"Prague, Czech Republic",job_type.remote_part_time,job_status.vacant
87370,14622,Environmental Scientist,2967500,"Adelaide, Australia",job_type.remote_part_time,job_status.vacant
57857,93094,Supply Chain Analyst,5356700,"Durham, USA",job_type.onsite_part_time,job_status.vacant
46123,71515,Copywriter,699500,"Nice, France",job_type.onsite_part_time,job_status.vacant
12915,56550,Sales Associate,8033200,"Portland, USA",job_type.remote_full_time,job_status.vacant
52463,5808,Social Media Manager,603700,"Nairobi, Kenya",job_type.onsite_part_time,job_status.vacant
61856,42509,Brand Strategist,9727800,"Greensboro, USA",job_type.onsite_part_time,job_status.vacant
68315,46976,Data Analyst,5872200,"Bogotá, Colombia",job_type.remote_full_time,job_status.vacant
7721,12977,Market Research Analyst,7397400,"Riyadh, Saudi Arabia",job_type.onsite_full_time,job_status.vacant
77609,10584,Environmental Scientist,1955200,"Memphis, USA",job_type.onsite_full_time,job_status.vacant
59686,31445,HR Director,1910200,"Toledo, USA",job_type.remote_part_time,job_status.vacant
51932,67746,Network Analyst,5263600,"Omaha, USA",job_type.remote_part_time,job_status.vacant
4215,9259,IT Auditor,9192400,"Amsterdam, Netherlands",job_type.remote_part_time,job_status.vacant
31794,5834,Legal Researcher,8726900,"Munich, Germany",job_type.remote_part_time,job_status.vacant
56898,23985,Nurse Manager,2632700,"Buenos Aires, Argentina",job_type.remote_full_time,job_status.vacant
7585,42897,Social Worker,3195300,"Riyadh, Saudi Arabia",job_type.remote_part_time,job_status.vacant
25408,8321,Accountant,6792800,"Nice, France",job_type.remote_part_time,job_status.vacant
71636,9916,Market Research Analyst,5182500,"Budapest, Hungary",job_type.remote_full_time,job_status.vacant
18682,89657,Project Manager,4446900,"Saint Petersburg, Russia",job_type.remote_part_time,job_status.vacant
30691,99593,Legal Counsel,145800,"Chengdu, China",job_type.onsite_full_time,job_status.vacant
83692,66608,Pharmacist,4584400,"Cologne, Germany",job_type.onsite_part_time,job_status.vacant
50467,84040,Recruitment Specialist,3982200,"Munich, Germany",job_type.remote_full_time,job_status.vacant
23103,50900,Civil Engineer,8529300,"Oslo, Norway",job_type.onsite_full_time,job_status.vacant
57936,39197,Speech-Language Pathologist,4254600,"Philadelphia, USA",job_type.onsite_full_time,job_status.vacant
96389,1695,Graphic Designer,3433700,"Shanghai, China",job_type.remote_full_time,job_status.vacant
28339,50379,Tax Preparer,8396700,"Edinburgh, Scotland",job_type.remote_full_time,job_status.vacant
58958,89079,Purchasing Manager,7886000,"Moscow, Russia",job_type.onsite_part_time,job_status.vacant
22988,64735,IT Support Specialist,8767600,"Lexington, USA",job_type.onsite_full_time,job_status.vacant
44758,86446,Marketing Specialist,908700,"San Jose, USA",job_type.onsite_full_time,job_status.vacant
33900,27355,Public Relations Manager,9627000,"Las Vegas, USA",job_type.remote_part_time,job_status.vacant
20699,49858,Financial Analyst,4116600,"Boise, USA",job_type.remote_full_time,job_status.vacant
20512,34910,Nurse Manager,6328900,"Lubbock, USA",job_type.remote_part_time,job_status.vacant
57607,41181,Legal Assistant,1670400,"Buffalo, USA",job_type.remote_full_time,job_status.vacant
32021,21063,Financial Analyst,9873100,"Miami, USA",job_type.remote_full_time,job_status.vacant
75009,10610,Human Resources Manager,2500600,"Fresno, USA",job_type.onsite_full_time,job_status.vacant
47260,83911,Physical Therapy Assistant,2630700,"New York City, USA",job_type.remote_full_time,job_status.vacant
8517,81213,Technical Support Specialist,7799300,"Irving, USA",job_type.onsite_part_time,job_status.vacant
75371,5808,Cybersecurity Engineer,1195300,"Florence, Italy",job_type.remote_part_time,job_status.vacant
21630,8786,Pharmacist,3418600,"Barcelona, Spain",job_type.remote_part_time,job_status.vacant
21367,98956,Financial Planner,7752200,"Stockton, USA",job_type.onsite_full_time,job_status.vacant
7966,6045,Financial Analyst,5189500,"Reno, USA",job_type.remote_part_time,job_status.vacant
11512,31349,Marketing Communications Manager,8415100,"Guangzhou, China",job_type.remote_full_time,job_status.vacant
39138,50605,Account Coordinator,7472600,"Madison, USA",job_type.onsite_part_time,job_status.vacant
100000,55853,Sales Manager,3218700,"Anaheim, USA",job_type.onsite_full_time,job_status.vacant
3348,23985,Marketing Coordinator,5196600,"Bangkok, Thailand",job_type.remote_part_time,job_status.vacant
1881,49858,IT Security Analyst,5847800,"Tucson, USA",job_type.onsite_full_time,job_status.vacant
74347,71515,Nurse Practitioner,9991500,"Bangkok, Thailand",job_type.onsite_full_time,job_status.vacant
93634,89657,Quality Assurance Engineer,6803300,"Toronto, Canada",job_type.onsite_full_time,job_status.vacant
70011,42897,HR Assistant,8135500,"San Antonio, USA",job_type.onsite_part_time,job_status.vacant
70380,3890,Software Engineer,2925200,"Doha, Qatar",job_type.remote_full_time,job_status.vacant
34444,41932,Medical Records Clerk,9817200,"Zurich, Switzerland",job_type.onsite_full_time,job_status.vacant
38496,30099,Legal Secretary,751900,"Buenos Aires, Argentina",job_type.onsite_full_time,job_status.vacant
40560,35142,Sales Representative,9749400,"Venice, Italy",job_type.onsite_part_time,job_status.vacant
66749,70864,Customer Support Specialist,6236600,"Oklahoma City, USA",job_type.remote_full_time,job_status.vacant
27652,48407,Sales Support Specialist,3747100,"Stockton, USA",job_type.onsite_full_time,job_status.vacant
29682,22617,IT Security Specialist,8470900,"Fort Wayne, USA",job_type.onsite_part_time,job_status.vacant
12311,76875,Corporate Trainer,5684400,"Perth, Australia",job_type.remote_full_time,job_status.vacant
54697,98302,Customer Experience Manager,6185300,"Lexington, USA",job_type.onsite_part_time,job_status.vacant
20104,63492,Insurance Broker,5067700,"Fayetteville, USA",job_type.onsite_part_time,job_status.vacant
10423,80656,Biomedical Engineer,3794800,"Oakland, USA",job_type.onsite_full_time,job_status.vacant
80755,39087,User Interface Designer,1859700,"Lexington, USA",job_type.onsite_part_time,job_status.vacant
59956,79254,Legal Secretary,2348100,"Orlando, USA",job_type.remote_full_time,job_status.vacant
25047,98302,Market Research Assistant,4612800,"St. Louis, USA",job_type.onsite_part_time,job_status.vacant
27916,22899,Financial Auditor,1096300,"Cape Town, South Africa",job_type.onsite_full_time,job_status.vacant
19976,15223,HR Recruiter,2191800,"Fayetteville, USA",job_type.onsite_part_time,job_status.vacant
92302,8321,Technical Support Specialist,3309400,"Irving, USA",job_type.remote_part_time,job_status.vacant
27402,5808,IT Manager,9522800,"Reno, USA",job_type.onsite_part_time,job_status.vacant
60986,47327,Customer Support Specialist,5409800,"Marseille, France",job_type.remote_full_time,job_status.vacant
40472,34863,Quality Assurance Analyst,8168000,"Norfolk, USA",job_type.remote_full_time,job_status.vacant
81320,74230,Registered Nurse,5435500,"Cairo, Egypt",job_type.remote_part_time,job_status.vacant
85571,23985,Medical Records Clerk,6405900,"North Las Vegas, USA",job_type.onsite_part_time,job_status.vacant
90027,18207,Healthcare Administrator,593300,"Corpus Christi, USA",job_type.remote_part_time,job_status.vacant
13738,71222,Brand Manager,8120200,"Tampa, USA",job_type.onsite_part_time,job_status.vacant
29514,76334,Supply Chain Specialist,9337200,"Budapest, Hungary",job_type.remote_part_time,job_status.vacant
15649,58983,IT Consultant,3430800,"Bakersfield, USA",job_type.onsite_part_time,job_status.vacant
99974,49858,Financial Manager,5572800,"Nairobi, Kenya",job_type.onsite_full_time,job_status.vacant
17464,12977,Systems Administrator,3203500,"Lexington, USA",job_type.remote_full_time,job_status.vacant
97128,42509,Financial Analyst,6186600,"Chesapeake, USA",job_type.onsite_full_time,job_status.vacant
36814,17808,Graphic Artist,2066800,"Dallas, USA",job_type.remote_full_time,job_status.vacant
90990,96774,Physical Therapy Assistant,9062600,"Colorado Springs, USA",job_type.remote_full_time,job_status.vacant
18094,43521,Talent Manager,147000,"Irvine, USA",job_type.onsite_full_time,job_status.vacant
20988,23873,Copywriter,8691800,"Lubbock, USA",job_type.remote_full_time,job_status.vacant
15424,4713,Speech-Language Pathologist,5773100,"Nairobi, Kenya",job_type.remote_full_time,job_status.vacant
22897,56949,Web Developer,9468000,"Mesa, USA",job_type.onsite_full_time,job_status.vacant
82523,56412,Social Media Coordinator,8628300,"Portland, USA",job_type.remote_full_time,job_status.vacant
41054,91013,Technical Writer,5707100,"Stockton, USA",job_type.remote_part_time,job_status.vacant
93426,34910,Occupational Health and Safety Specialist,639800,"Irvine, USA",job_type.onsite_full_time,job_status.vacant
89607,59770,Business Development Manager,6036600,"Henderson, USA",job_type.remote_part_time,job_status.vacant
29321,16706,Legal Analyst,9660900,"Washington D.C., USA",job_type.onsite_part_time,job_status.vacant
26023,88190,Network Technician,9354600,"Irving, USA",job_type.onsite_full_time,job_status.vacant
89229,53725,Research Scientist,4336200,"Albuquerque, USA",job_type.remote_full_time,job_status.vacant
42398,44013,Systems Administrator,4526500,"Jaipur, India",job_type.onsite_full_time,job_status.vacant
88348,14622,Content Writer,9634200,"Rome, Italy",job_type.onsite_part_time,job_status.vacant
66122,76334,Public Accountant,1419200,"Richmond, USA",job_type.remote_full_time,job_status.vacant
57993,39087,Sales Manager,8726400,"Pittsburgh, USA",job_type.onsite_full_time,job_status.vacant
92413,74593,Dental Assistant,7750700,"Cairo, Egypt",job_type.onsite_part_time,job_status.vacant
36551,62823,Business Consultant,9536200,"Mumbai, India",job_type.onsite_part_time,job_status.vacant
19791,40187,HR Recruiter,6406200,"Riyadh, Saudi Arabia",job_type.remote_part_time,job_status.vacant
28599,94380,Pharmacist,4502500,"Bucharest, Romania",job_type.onsite_part_time,job_status.vacant
57958,39792,Data Entry Clerk,988700,"Chiang Mai, Thailand",job_type.remote_full_time,job_status.vacant
29402,99593,Account Coordinator,4472600,"Albuquerque, USA",job_type.remote_full_time,job_status.vacant
88198,41181,IT Auditor,9960500,"Garland, USA",job_type.remote_part_time,job_status.vacant
30232,31001,IT Support Specialist,6059000,"Phoenix, USA",job_type.remote_full_time,job_status.vacant
82313,93094,Data Entry Specialist,1765100,"Bakersfield, USA",job_type.onsite_full_time,job_status.vacant
70310,34502,Insurance Agent,7028100,"Pittsburgh, USA",job_type.onsite_part_time,job_status.vacant
46459,63656,Market Research Analyst,9044700,"Singapore City, Singapore",job_type.remote_part_time,job_status.vacant
75866,26386,Insurance Claims Adjuster,9018800,"Glendale, USA",job_type.remote_part_time,job_status.vacant
74614,80656,Technical Support Specialist,252100,"Charlotte, USA",job_type.remote_part_time,job_status.vacant
85191,15223,Marketing Coordinator,4398100,"North Las Vegas, USA",job_type.remote_full_time,job_status.vacant
